Date,Open,High,Low,Close,Adj Close,Volume
2022-05-04,52.770000,52.770000,52.365002,52.770000,52.770000,0
2022-05-05,52.480000,52.778999,52.220001,52.480000,52.480000,0
2022-05-06,52.410000,52.852001,52.165001,52.410000,52.410000,0
2022-05-09,52.403000,52.930000,51.950001,52.403000,52.403000,0
2022-05-10,53.020000,53.020000,52.221001,53.020000,53.020000,0
2022-05-11,52.540001,52.540001,51.919998,52.540001,52.540001,0
2022-05-12,52.347000,52.570999,52.054001,52.347000,52.347000,0
2022-05-13,52.660000,52.660000,52.272999,52.660000,52.660000,0
2022-05-16,52.313999,52.583000,51.765999,52.313999,52.313999,0
2022-05-17,52.439999,52.705002,52.221001,52.439999,52.439999,0
2022-05-18,52.480000,52.490002,52.236000,52.480000,52.480000,0
2022-05-19,52.360001,52.605000,52.143002,52.360001,52.360001,0
2022-05-20,52.130001,52.393002,52.036999,52.130001,52.130001,0
2022-05-23,52.248001,52.415001,52.094002,52.248001,52.248001,0
2022-05-24,52.369999,52.457001,52.195000,52.369999,52.369999,0
2022-05-25,52.435001,52.435001,52.200001,52.435001,52.435001,0
2022-05-26,52.252998,52.514999,52.224998,52.252998,52.252998,0
2022-05-27,52.369999,52.417999,52.082001,52.369999,52.369999,0
2022-05-30,52.200001,52.380001,52.130001,52.200001,52.200001,0
2022-05-31,52.240002,52.604000,52.270000,52.240002,52.240002,0
2022-06-01,52.340000,52.619999,52.290001,52.340000,52.340000,0
2022-06-02,52.639999,52.854000,52.310001,52.639999,52.639999,0
2022-06-03,52.314999,52.981998,52.103001,52.314999,52.314999,0
2022-06-06,52.918999,52.973000,52.740002,52.918999,52.918999,0
2022-06-07,53.070000,53.070000,52.740002,53.070000,53.070000,0
2022-06-08,52.740002,53.040001,52.770000,52.740002,52.740002,0
2022-06-09,53.160000,53.160000,52.814999,53.160000,53.160000,0
2022-06-10,53.139999,53.139999,52.792999,53.139999,53.139999,0
2022-06-13,53.080002,53.430000,52.959999,53.080002,53.080002,0
2022-06-14,53.500000,53.505001,53.088001,53.500000,53.500000,0
2022-06-15,53.459999,53.465000,53.110001,53.459999,53.459999,0
2022-06-16,53.313000,53.591999,53.200001,53.313000,53.313000,0
2022-06-17,53.610001,53.803001,53.340000,53.610001,53.610001,0
2022-06-20,53.662998,54.115002,53.662998,53.662998,53.662998,0
2022-06-21,54.255001,54.410000,53.939999,54.255001,54.255001,0
2022-06-22,54.410000,54.576000,54.180000,54.410000,54.410000,0
2022-06-23,54.400002,54.743999,54.275002,54.400002,54.400002,0
2022-06-24,54.669998,54.963001,54.459999,54.669998,54.669998,0
2022-06-27,54.890999,55.147999,54.138000,54.890999,54.890999,0
2022-06-28,54.860001,54.860001,54.535000,54.860001,54.860001,0
2022-06-29,54.889999,55.105000,54.709999,54.889999,54.889999,0
2022-06-30,55.049999,55.129002,54.735001,55.049999,55.049999,0
2022-07-01,55.070000,55.306999,54.818001,55.070000,55.070000,0
2022-07-04,55.134998,55.182999,54.617001,55.134998,55.134998,0
2022-07-05,55.099998,55.484001,54.938000,55.099998,55.099998,0
