Date,Open,High,Low,Close,Adj Close,Volume
2022-05-04,4.352000,4.352000,4.351000,4.352000,4.352000,0
2022-05-05,4.352000,4.352000,4.331800,4.352000,4.352000,0
2022-05-06,4.347500,4.373500,4.347000,4.347500,4.347500,0
2022-05-09,4.367500,4.382000,4.367500,4.367500,4.367500,0
2022-05-10,4.381000,4.382000,4.372000,4.381000,4.381000,0
2022-05-11,4.379500,4.383000,4.374000,4.379500,4.379500,0
2022-05-12,4.374000,4.390800,4.375000,4.374000,4.374000,0
2022-05-13,4.391000,4.395500,4.390000,4.391000,4.391000,0
2022-05-16,4.395500,4.396000,4.395500,4.395500,4.395500,0
2022-05-17,4.395500,4.395500,4.203000,4.395500,4.395500,0
2022-05-18,4.382500,4.393000,4.383500,4.382500,4.382500,0
2022-05-19,4.393500,4.405000,4.393500,4.393500,4.393500,0
2022-05-20,4.400000,4.402500,4.385500,4.400000,4.400000,0
2022-05-23,4.386500,4.391000,4.378500,4.386500,4.386500,0
2022-05-24,4.387000,4.394000,4.384000,4.387000,4.387000,0
2022-05-25,4.393000,4.395000,4.385000,4.393000,4.393000,0
2022-05-26,4.393000,4.398500,4.391000,4.393000,4.393000,0
2022-05-27,4.395500,4.396000,4.376000,4.395500,4.395500,0
2022-05-30,4.376500,4.376500,4.363500,4.376500,4.376500,0
2022-05-31,4.363800,4.379500,4.365500,4.363800,4.363800,0
2022-06-01,4.376000,4.387000,4.376000,4.376000,4.376000,0
2022-06-02,4.380500,4.392500,4.380500,4.380500,4.380500,0
2022-06-03,4.389000,4.389000,4.377000,4.389000,4.389000,0
2022-06-06,4.388500,4.389000,4.387000,4.388500,4.388500,0
2022-06-07,4.389000,4.395500,4.387000,4.389000,4.389000,0
2022-06-08,4.393000,4.393000,4.387500,4.393000,4.393000,0
2022-06-09,4.391500,4.394000,4.389500,4.391500,4.391500,0
2022-06-10,4.391000,4.400100,4.392000,4.391000,4.391000,0
2022-06-13,4.399500,4.418000,4.399500,4.399500,4.399500,0
2022-06-14,4.416000,4.423500,4.416000,4.416000,4.416000,0
2022-06-15,4.420000,4.420000,4.411000,4.420000,4.420000,0
2022-06-16,4.411000,4.410000,4.394500,4.411000,4.411000,0
2022-06-17,4.400000,4.400000,4.393000,4.400000,4.400000,0
2022-06-20,4.399500,4.400000,4.397500,4.399500,4.399500,0
2022-06-21,4.399000,4.400000,4.394500,4.399000,4.399000,0
2022-06-22,4.396000,4.403000,4.396000,4.396000,4.396000,0
2022-06-23,4.403000,4.405000,4.400000,4.403000,4.403000,0
2022-06-24,4.404000,4.404000,4.399000,4.404000,4.404000,0
2022-06-27,4.399500,4.403500,4.395000,4.399500,4.399500,0
2022-06-28,4.401500,4.401000,4.392500,4.401500,4.401500,0
2022-06-29,4.394500,4.398500,4.397300,4.394500,4.394500,0
2022-06-30,4.397300,4.406000,4.399000,4.397300,4.397300,0
2022-07-01,4.405000,4.407500,4.402500,4.405000,4.405000,0
2022-07-04,4.404500,4.410800,4.404500,4.404500,4.404500,0
2022-07-05,4.410500,4.417000,4.410000,4.410500,4.410500,0
2022-07-06,4.417000,4.422500,4.418000,4.417000,4.417000,0
2022-07-07,4.422000,4.425500,4.421000,4.422000,4.422000,0
2022-07-08,4.425500,4.425500,4.420000,4.425500,4.425500,0
2022-07-11,4.424500,4.424500,4.424500,4.424500,4.424500,0
